record_id,redcap_survey_identifier,vp_code,vl_name,color_vision,vorbereitende_fragen_complete,allgemeiner_fragebogen_timestamp,age,gender,edu,job,state,allgemeiner_fragebogen_complete,panas_timestamp,panas_1,panas_2,panas_3,panas_4,panas_5,panas_6,panas_7,panas_8,panas_9,panas_10,panas_11,panas_12,panas_13,panas_14,panas_15,panas_16,panas_17,panas_18,panas_19,panas_20,panas_complete,flexer_scale_timestamp,flexer_01,flexer_02,flexer_03,flexer_04,flexer_05,flexer_06,flexer_07,flexer_08,flexer_09,flexer_10,flexer_scale_complete,erq_timestamp,erq_01,erq_02,erq_03,erq_04,erq_05,erq_06,erq_07,erq_08,erq_09,erq_10,erq_complete,bfi2_timestamp,bfi2_01,bfi2_02,bfi2_03,bfi2_04,bfi2_05,bfi2_06,bfi2_07,bfi2_08,bfi2_09,bfi2_10,bfi2_11,bfi2_12,bfi2_13,bfi2_14,bfi2_15,bfi2_16,bfi2_17,bfi2_18,bfi2_19,bfi2_20,bfi2_21,bfi2_22,bfi2_23,bfi2_24,bfi2_25,bfi2_26,bfi2_27,bfi2_28,bfi2_29,bfi2_30,bfi2_31,bfi2_32,bfi2_33,bfi2_34,bfi2_35,bfi2_36,bfi2_37,bfi2_38,bfi2_39,bfi2_40,bfi2_41,bfi2_42,bfi2_43,bfi2_44,bfi2_45,bfi2_46,bfi2_47,bfi2_48,bfi2_49,bfi2_50,bfi2_51,bfi2_52,bfi2_53,bfi2_54,bfi2_55,bfi2_56,bfi2_57,bfi2_58,bfi2_59,bfi2_60,bfi2_complete,nfc_timestamp,nfc_01,nfc_02,nfc_03,nfc_04,nfc_05,nfc_06,nfc_07,nfc_08,nfc_09,nfc_10,nfc_11,nfc_12,nfc_13,nfc_14,nfc_15,nfc_16,nfc_complete,who5_timestamp,who5_1,who5_2,who5_3,who5_4,who5_5,who5_complete,bis_11_timestamp,bis11_01,bis11_02,bis11_03,bis11_04,bis11_05,bis11_06,bis11_07,bis11_08,bis11_09,bis11_10,bis11_11,bis11_12,bis11_13,bis11_14,bis11_15,bis11_16,bis11_17,bis11_18,bis11_19,bis11_20,bis11_21,bis11_22,bis11_23,bis11_24,bis11_25,bis11_26,bis11_27,bis11_28,bis11_29,bis11_30,bis_11_complete,bscs_timestamp,bscs_1,bscs_2,bscs_3,bscs_4,bscs_5,bscs_6,bscs_7,bscs_8,bscs_9,bscs_10,bscs_11,bscs_12,bscs_13,bscs_complete,srs_timestamp,srs_01,srs_02,srs_03,srs_04,srs_05,srs_06,srs_07,srs_08,srs_09,srs_10,srs_complete,phq9_timestamp,phq_1,phq_2,phq_3,phq_4,phq_5,phq_6,phq_7,phq_8,phq_9,phq9_complete,follow_up_icersv_timestamp,nachb_001,nachb_001_inhalt,nachb_01,nachb_01_inhalt,nachb_02,nachb_02_inhalt,nachb_03,nachb_07,nachb_07_inhalt,nachb_08,nachb_08_inhalt,nachb_08_haeufig,nachb_08_zurueck,follow_up_icersv_complete,estroop_csv,er_csv,experimentor_notes,files_icersv_complete
D23Q09,,D23Q09,MS,,2,"2024-10-16 16:40:34",25,1,3,Student,0,2,"2024-10-16 16:43:49",5,4,3,4,3,3,2,2,2,1,3,2,2,2,3,3,1,3,5,3,2,"2024-10-16 16:45:33",3,3,4,2,2,2,2,3,1,2,2,"2024-10-16 16:47:12",2,2,1,1,3,5,5,3,6,5,2,"2024-10-16 16:51:22",4,5,3,4,2,2,4,4,2,5,4,1,4,3,4,4,1,4,1,4,2,2,5,2,1,1,3,4,4,1,4,4,4,5,4,2,2,4,5,3,3,5,3,5,2,5,2,2,1,5,4,4,2,4,1,3,1,4,1,4,2,"2024-10-16 16:53:33"," +2",0," +1"," -3"," +3",0," -2"," -2"," -1",0,0," +1",0," +1"," -2"," -1",2,"2024-10-16 16:54:06",1,4,3,1,2,2,"2024-10-16 16:56:11",2,3,1,1,2,3,2,3,1,1,4,4,2,1,2,2,3,1,3,4,1,2,2,2,2,1,2,1,3,2,2,"2024-10-16 16:57:13",3,5,3,4,4,4,4,2,2,5,4,4,3,2,"2024-10-16 16:58:15",3,3,3,2,4,2,3,3,2,3,2,"2024-10-16 16:59:28",2,3,3,2,2,2,2,1,1,2,"2024-10-16 17:53:17",0,,0,,0,"Ich immer Emotionen aus Gewohnheit unterdrücke.","Weil ich Experte auf dem Gebiet bin.",0,,0,,,,2,D23Q09_2024-10-16_16h53.24.592.csv,D23Q09_ER.csv,"keine Auffälligkeiten",2
D24N10,,D24N10,MS,1,2,"2024-11-06 15:33:58",23,2,3,Studentin,0,2,"2024-11-06 15:36:08",4,2,5,4,2,4,2,2,1,4,4,3,5,2,4,3,5,3,5,2,2,"2024-11-06 15:38:28",1,4,4,1,2,1,1,4,4,1,2,"2024-11-06 15:40:29",7,1,7,2,6,4,7,7,3,7,2,"2024-11-06 15:44:59",5,5,5,3,2,4,5,3,5,5,2,1,3,3,3,1,1,2,2,5,3,2,5,4,1,2,5,2,3,2,1,5,1,4,5,4,1,3,2,5,4,2,4,4,1,5,1,4,4,1,2,5,5,2,1,4,5,1,1,4,2,"2024-11-06 15:47:09"," +2"," -1"," -2"," -2"," +3",0," -3"," -1"," -3"," -1"," -3"," -3",0," -2"," -2"," -3",2,"2024-11-06 15:47:39",3,1,3,2,5,2,"2024-11-06 15:49:59",2,1,4,2,1,4,2,3,2,1,1,3,3,2,2,1,2,1,2,3,1,3,2,4,1,4,3,2,1,3,2,"2024-11-06 15:51:16",3,3,4,2,3,4,4,1,3,4,4,2,1,2,"2024-11-06 15:52:35",3,1,3,4,2,3,3,3,2,2,2,"2024-11-06 15:55:25",0,1,1,1,1,0,2,1,0,2,"2024-11-06 16:40:53",0,,1,"Ablenken und anschauen hat sich gut angefühlt ",1,,"Das hat am besten geklappt, habe mich am besten damit gefühlt",0,,0,,,,2,D24N10_2024-11-06_15h13.38.338.csv,D24N10_ER.csv,,2
D25R05,,D25R05,LL,1,2,"2024-10-29 10:26:26",22,2,3,Studentin,0,2,"2024-10-29 10:28:18",4,2,3,3,2,3,1,1,2,3,3,3,2,2,3,3,4,3,3,3,2,"2024-10-29 10:30:45",2,3,3,2,2,2,1,3,2,1,2,"2024-10-29 10:32:54",6,3,6,2,4,3,5,4,4,6,2,"2024-10-29 10:37:16",4,4,2,3,2,2,5,3,4,3,2,2,4,3,2,3,1,4,3,4,2,2,3,3,3,2,4,2,3,3,2,4,5,3,4,2,2,3,2,3,4,3,4,4,2,4,1,1,2,1,4,4,4,2,2,4,4,2,2,3,2,"2024-10-29 10:40:07"," +1",0," +1"," -2"," +2"," -1",0," -1"," -2"," -1"," -1"," -1"," +1"," +1"," -1"," -1",2,"2024-10-29 10:40:39",4,4,4,3,4,2,"2024-10-29 10:43:27",4,2,1,2,1,2,3,3,3,3,1,3,3,2,3,1,1,2,2,3,1,2,2,2,1,2,2,1,2,4,2,"2024-10-29 10:44:34",3,3,4,2,3,3,4,4,3,3,4,4,2,2,"2024-10-29 10:45:31",3,3,3,3,2,3,2,3,1,3,2,"2024-10-29 10:46:19",1,1,2,2,0,1,1,0,0,2,"2024-10-29 11:37:39",0,,0,,1,,"Ich distanziere mich automatisch von negativen Situationen in Bildern weswegen mir das am leichtesten gefallen ist",0,,1,"Online Studien zu Verarbeitungsstrategien in der Emotionsverarbeitung ",2,60.0,2,D25R05_2024-10-29_10h43.48.136.csv,D25R05_ER.csv,"keine Vorkommnisse",2
D25T09,,D25T09,LL,1,2,"2024-12-11 08:40:31",21,2,3,"Studentin ",0,2,"2024-12-11 08:42:55",3,2,4,4,3,2,2,4,1,3,3,3,3,1,3,3,3,3,2,4,2,"2024-12-11 08:45:04",2,2,3,2,2,3,2,3,2,2,2,"2024-12-11 08:47:15",5,3,4,4,3,5,5,4,4,5,2,"2024-12-11 08:52:34",3,4,3,2,4,3,5,3,2,3,3,2,4,5,4,3,2,3,4,4,3,2,3,2,2,3,2,3,2,3,3,3,3,5,4,3,2,4,2,3,3,3,4,2,3,4,2,3,1,2,3,4,3,3,2,3,4,2,4,2,2,"2024-12-11 08:54:47"," +1"," +1"," -1",0," +2"," +1"," -1"," +1"," -2"," +2"," -1"," +2"," -2"," -2"," -3"," -1",2,"2024-12-11 08:55:26",3,2,1,2,2,2,"2024-12-11 08:58:16",3,1,2,1,2,3,3,2,3,2,3,3,2,1,2,1,2,2,1,2,1,2,2,1,1,3,2,3,3,3,2,"2024-12-11 08:59:32",3,4,3,2,4,4,3,4,4,3,3,2,1,2,"2024-12-11 09:00:46",3,2,3,2,3,2,3,3,2,3,2,"2024-12-11 09:01:43",1,1,1,1,1,1,1,0,0,2,"2024-12-11 09:56:13",0,,0,,1,,"Bei der Unterdrückungsstrategie konnte ich meine Emotionen am besten regulieren, das ist fast schon automatisch passiert, weil man versucht hat sein Gesichtsausdruck neutral zu halten. ",0,,0,,,,2,D25T09_2024-12-11_08h39.01.025.csv,D25T09_ER.csv,"keine Vorkommnisse",2
D27A04,,D27A04,KC,1,2,"2024-11-18 12:11:25",39,2,3,Angestellte,0,2,"2024-11-18 12:15:02",4,3,3,3,2,2,1,1,2,2,3,2,3,1,3,1,3,4,3,1,2,"2024-11-18 12:18:48",2,3,2,2,2,2,2,3,2,1,2,"2024-11-18 12:21:22",5,1,5,1,5,1,5,5,1,5,2,"2024-11-18 12:27:45",4,5,2,3,2,5,5,1,4,5,2,3,3,3,3,3,1,4,2,5,4,2,3,4,2,3,4,2,3,2,2,5,4,2,5,2,2,3,3,3,3,2,5,4,3,4,2,2,3,1,3,5,4,2,3,4,4,2,3,3,2,"2024-11-18 12:31:38",0," -1"," -2"," -1",0," +1"," +1"," +1"," -1",0," -1"," -1"," -3"," -3"," -2"," -1",2,"2024-11-18 12:32:39",3,3,3,2,4,2,"2024-11-18 12:36:24",2,2,2,2,2,3,3,3,3,3,1,4,1,2,1,1,2,1,3,3,1,2,1,1,1,2,2,1,3,3,2,"2024-11-18 12:38:18",3,3,4,2,3,4,3,4,4,3,4,3,3,2,"2024-11-18 12:40:00",3,3,3,3,3,3,2,3,2,3,2,"2024-11-18 12:41:12",1,0,1,1,0,0,1,0,0,2,"2024-11-18 13:37:51",1,"Abschweifen und dann Fehler",1,"Distanzgefühl allgemein ",1,,einfachste,0,,0,,,,2,D27A04_2024-11-18_12h17.25.505.csv,D27A04_ER.csv,keine,2
D27R10,,D27R10,MH,1,2,"2025-03-17 17:27:57",42,2,2,Bilanzbuchhalterin,0,2,"2025-03-17 17:32:04",4,2,4,4,3,3,2,4,1,4,2,3,4,2,4,3,3,4,3,2,2,"2025-03-17 17:33:46",2,3,4,2,2,2,2,4,4,2,2,"2025-03-17 17:35:16",7,5,5,2,5,5,6,5,4,5,2,"2025-03-17 17:39:59",3,4,1,3,2,4,4,2,4,4,3,3,4,3,3,4,2,4,3,4,2,2,3,2,2,1,1,3,3,3,4,5,5,1,5,4,1,3,2,3,4,2,5,2,2,3,1,1,1,1,3,4,3,1,3,3,5,3,3,2,2,"2025-03-17 17:42:00"," +1"," +2",0," -1"," +1"," -1"," -1"," -1"," -2"," -2"," -2"," -1"," -2"," -3"," -3"," -1",2,"2025-03-17 17:42:27",4,4,3,3,2,2,"2025-03-17 17:44:55",2,2,3,3,2,2,2,3,3,2,1,2,1,1,2,1,1,1,1,2,1,2,2,1,1,3,3,1,1,2,2,"2025-03-17 17:46:01",3,3,3,3,2,4,4,4,4,3,4,2,2,2,"2025-03-17 17:47:05",3,3,2,2,2,2,2,3,1,3,2,"2025-03-17 17:47:52",2,1,0,1,0,0,1,0,0,2,"2025-03-17 18:36:30",0,,0,,1,,"vgl.weise beste Wirkung, um Emotionen nicht zuzulassen",0,,0,,,,2,D27R10_2025-03-17_17h50.01.246.csv,D27R10_ER.csv," -",2
D29R02,,D2R02,KC,1,2,"2024-10-30 08:41:26",27,2,3,"Arbeitssuchend ",0,2,"2024-10-30 08:47:47",4,4,4,4,3,3,3,2,2,3,3,3,5,4,3,5,3,3,4,4,2,"2024-10-30 08:50:42",2,2,3,1,1,2,2,3,2,1,2,"2024-10-30 08:54:41",5,2,4,2,6,3,5,5,4,3,2,"2024-10-30 09:01:05",4,5,5,2,2,2,5,4,2,5,2,4,3,4,2,4,1,2,5,4,2,1,5,3,2,2,4,4,2,3,4,5,4,5,5,4,2,2,4,3,3,4,4,4,3,4,1,4,1,3,4,5,3,4,3,4,3,2,2,3,2,"2024-10-30 09:04:46"," +1"," -1"," -2"," +1"," +1"," +1"," +1"," +1"," -2"," +1"," +1",0," -1"," -1"," -2"," -1",2,"2024-10-30 09:06:12",3,2,3,1,3,2,"2024-10-30 09:10:56",2,1,1,2,2,4,3,2,1,3,1,3,4,2,2,1,2,2,3,2,1,3,2,2,2,3,3,2,1,3,2,"2024-10-30 09:13:19",2,4,3,2,4,3,5,2,3,5,3,3,3,2,"2024-10-30 09:14:39",2,3,2,3,4,2,4,2,4,3,2,"2024-10-30 09:17:12",1,3,2,3,2,2,2,2,1,2,"2024-10-30 10:37:16",1,"Die Bezüge positiv/negativen teils Wechsel davon  Bei mir selbst: weniger gutes Merken der Grüntaste zum Klicken -> daher eine nächste Farbe vermutet und so gezielter reagieren können - hat vom Gefühl her gut funktioniert ",1,"Mit dem Training fielen mir alle, v.a. Ablenken leichter.  Es war teils gar nicht leicht, sich mit der vorgegebenen Strategie einem ""schweren"" Bild zu stellen  Themen, die von mir persönlich weiter weg lagen"", waren leichter durchzuhalten ",1,,"Obwohl mir das professionelle Betrachten und mich der Situation stellen (Distanzieren) ein besseres Gefühl (etwas wie Stolz oder Stärke) vermittelte, war das Ablenken zur immer besser gelingenden Strategie an sich im Training geworden und erforderte geistig wenig Aufwand. Da ich sonst schon immer mit kreisenden Gedanken und permanenter Anspannung zu tun habe, entschied ich mich für die ""praktischere"" Ablenkung.",1,"Die Bilder wurden im Versuch mit einmal stark extremer.",0,,,,2,D29R02_2024-10-30_09h19.17.390.csv,D29R02_ER.csv,"keine Besonderheiten",2
D30N08,,D30N08,KC,1,2,"2024-11-01 10:41:34",20,1,3,Student,0,2,"2024-11-01 10:44:09",4,3,3,4,2,4,1,1,1,4,2,2,5,1,4,1,4,3,3,1,2,"2024-11-01 10:46:16",2,1,1,2,2,3,2,1,1,1,2,"2024-11-01 10:48:40",6,2,6,1,7,5,6,6,6,6,2,"2024-11-01 10:54:34",3,5,4,4,1,3,5,4,2,4,4,1,2,3,4,5,1,2,2,4,2,1,2,4,1,3,5,2,5,1,5,5,3,4,3,2,1,4,4,5,3,1,5,5,1,2,1,3,3,5,2,5,4,4,1,3,5,1,1,4,2,"2024-11-01 10:57:26"," +1"," +3"," -2"," -3"," +3"," -2"," -3"," -2"," -3"," +1"," -3"," -3"," -3"," -3"," -3"," -3",2,"2024-11-01 10:57:55",4,4,4,3,2,2,"2024-11-01 11:00:30",3,1,3,1,1,3,4,4,3,3,1,4,4,1,2,1,2,2,2,3,2,2,1,1,1,3,1,2,2,4,2,"2024-11-01 11:02:21",4,4,4,1,2,1,4,3,2,1,5,2,1,2,"2024-11-01 11:04:09",3,2,2,3,3,3,1,1,1,3,2,"2024-11-01 11:04:53",0,1,0,0,0,1,0,0,0,2,"2024-11-01 11:55:46",0,,0,,1,,"Distanzierung, um die Realität anzuerkennen, die Feuerwehrleute etc. erleben",0,,0,,,,2,D30N08_2024-11-01_09h45.27.172.csv,D30N08_ER.csv,keine,2
D30R10,,D30R10,MH,1,2,"2025-02-19 11:36:59",24,2,3,Studierende,0,2,"2025-02-19 11:38:45",4,3,3,4,1,3,2,2,1,3,4,2,4,3,3,3,4,4,3,2,2,"2025-02-19 11:40:46",2,3,2,2,2,2,2,3,2,1,2,"2025-02-19 11:42:43",5,3,5,1,6,3,7,5,4,5,2,"2025-02-19 11:46:06",3,4,2,4,2,3,5,3,4,5,2,2,3,3,3,4,1,3,3,4,2,1,4,3,2,2,3,2,5,2,3,4,4,3,4,2,2,3,2,3,3,2,4,4,2,3,2,2,2,2,3,4,3,2,3,5,4,3,2,3,2,"2025-02-19 11:48:10"," +1",0," -2"," -2"," +2"," +2",0," +1"," -2"," -1"," -1"," -1"," -1"," -1"," -1",0,2,"2025-02-19 11:48:36",4,3,4,3,3,2,"2025-02-19 11:50:59",3,2,2,2,2,3,4,4,2,2,1,3,3,1,2,2,1,1,3,2,1,4,2,2,1,3,3,1,2,2,2,"2025-02-19 11:51:55",3,3,4,2,3,4,5,3,4,3,3,3,2,2,"2025-02-19 11:52:53",3,2,3,4,3,2,4,3,2,3,2,"2025-02-19 11:54:05",1,1,1,1,1,1,1,2,0,2,"2025-02-19 12:44:39",1,"Ist nur eine Vermutung, aber manche Begriffe standen vielleicht in Zusammenhang mit einigen der später gezeigten Bilder",0,,1,,"Weil sie für mich am besten funktioniert hat, um negative Emotionen wie Ekel, Trauer,... nicht so stark empfinden zu müssen",0,,0,,,,2,D30R10_2025-02-19_11h55.50.691.csv,D30R10_ER.csv," -",2
E03B12,,E03B12,LL,1,2,"2024-11-14 10:26:10",20,2,3,Student,0,2,"2024-11-14 10:27:46",4,2,4,5,2,3,2,3,1,4,4,2,4,1,3,2,3,4,3,2,2,"2024-11-14 10:29:06",2,3,3,2,2,2,2,3,3,2,2,"2024-11-14 10:30:29",6,2,5,2,6,1,6,3,3,5,2,"2024-11-14 10:33:46",4,4,3,3,2,4,4,2,4,4,2,2,3,4,3,4,2,4,2,2,4,2,1,4,2,2,3,2,4,3,3,4,4,2,2,2,2,4,2,3,4,2,4,3,2,3,2,2,3,4,2,4,4,2,3,4,4,3,2,3,2,"2024-11-14 10:35:33"," +1"," -1"," -1"," +1"," +1"," -2"," -1"," -1"," -1",0," -1"," -1"," +1",0," -1",0,2,"2024-11-14 10:35:53",4,4,4,2,3,2,"2024-11-14 10:37:45",3,3,3,3,2,1,1,2,3,3,2,2,3,2,2,1,2,1,3,1,2,1,1,2,2,2,2,1,4,4,2,"2024-11-14 10:38:40",3,3,4,2,2,4,2,4,4,2,4,2,3,2,"2024-11-14 10:39:34",4,3,3,3,2,3,2,3,2,4,2,"2024-11-14 10:40:38",1,1,0,0,0,0,1,1,1,2,"2024-11-14 11:31:15",1,"Neutrale Begriffe standen sehr negativen Begriffen gegenüber",1,"Bei der Aufgabe Anschauen sah man erst nur neutrale Bilder und im zweiten Abschnitt sehr negative Bilder",1,,"Ablenken hat mir am besten geholfen mit den Inhalten der Bilder umzugehen.",0,,1,"Stropp Effekt",1,3.0,2,E03B12_2024-11-14_10h32.08.685.csv,E03B12_ER.csv,"keine Vorkommnisse",2
E04R10,,E04R10,LL,1,2,"2024-11-06 15:21:55",20,2,3,Studentin,0,2,"2024-11-06 15:24:00",3,2,4,3,2,2,2,1,1,3,2,2,4,2,3,3,4,4,3,3,2,"2024-11-06 15:25:36",3,2,3,2,2,2,2,3,2,2,2,"2024-11-06 15:27:55",5,3,6,2,6,3,6,5,5,6,2,"2024-11-06 15:33:16",4,4,5,3,2,2,4,2,3,4,2,2,3,3,3,4,1,2,2,4,2,1,3,3,2,2,4,2,3,2,3,4,3,4,5,4,2,3,2,4,4,2,4,4,2,3,1,3,2,2,5,4,4,2,3,3,4,3,1,4,2,"2024-11-06 15:35:48"," +2",0," -2"," -2"," +1"," +1"," -2",0,0,0," -1"," -2",0," -1"," -2"," -1",2,"2024-11-06 15:36:16",3,1,2,1,4,2,"2024-11-06 15:38:11",3,3,1,1,2,2,2,3,3,3,1,3,2,2,2,2,2,2,2,2,2,2,3,2,1,2,3,2,3,2,2,"2024-11-06 15:39:14",3,3,4,2,4,3,4,3,3,2,3,3,3,2,"2024-11-06 15:40:37",3,3,2,3,3,3,3,3,2,3,2,"2024-11-06 15:41:53",1,1,2,1,2,1,1,1,0,2,"2024-11-06 16:27:36",0,,0,,1,,"Mir ist es leicht gefallen an andere alltägliche Kleimigkeiten zu denken und dadurch mich gedanklich auf etwas anderes als die Bilder zu konzentrieren",0,,0,,,,2,E04R10_2024-11-06_15h35.18.133.csv,E04R10_ER.csv,"keine Vorkommnisse",2
E05R04,,E05R04,KC,1,2,"2024-11-22 12:14:57",18,1,3,"Student ",0,2,"2024-11-22 12:17:45",4,2,4,4,3,4,3,1,1,5,3,3,4,3,4,3,3,4,4,1,2,"2024-11-22 12:21:56",2,2,3,3,1,2,2,1,2,1,2,"2024-11-22 12:24:41",4,2,6,1,7,2,7,6,3,7,2,"2024-11-22 12:30:23",3,4,4,5,2,4,4,3,4,3,1,3,3,4,4,3,2,3,3,4,4,2,3,4,1,1,4,2,3,1,3,4,4,3,3,1,4,3,2,5,4,3,3,3,1,4,1,2,3,3,2,4,5,2,1,4,3,4,3,4,2,"2024-11-22 12:34:00"," +2"," +2"," +3"," -3"," +3",0," -2"," +1"," -3"," -2"," -2"," -3",0,0," -2"," -2",2,"2024-11-22 12:34:46",3,2,3,1,4,2,"2024-11-22 12:37:56",2,3,4,2,1,4,2,3,3,3,1,3,1,3,4,1,2,1,2,4,1,2,4,1,1,2,3,1,2,3,2,"2024-11-22 12:39:28",3,2,5,3,2,5,5,3,4,2,4,3,5,2,"2024-11-22 12:40:24",4,3,3,3,2,3,1,2,1,3,2,"2024-11-22 12:41:47",1,1,1,0,0,2,0,0,0,2,"2024-11-22 13:26:53",1,"Es half, die Farbe im Kopf zu denken und nicht das eigentliche Wort zu lesen.",0,,1,,"Am effektivsten. Ich konnte meine Emotionen mit dieser Strategie am besten unterdrücken.",0,,0,,,,2,E05R04_2024-11-22_11h34.07.457.csv,E05R04_ER.csv,keine,2
E12L02,,E12L02,MS,,2,"2024-10-25 13:01:04",22,1,3,Student,0,2,"2024-10-25 13:03:47",4,3,4,3,1,3,2,1,1,3,2,3,5,2,4,2,3,4,3,2,2,"2024-10-25 13:06:42",3,1,2,2,3,3,2,2,2,2,2,"2024-10-25 13:09:31",6,5,3,2,2,5,3,3,6,5,2,"2024-10-25 13:16:52",4,3,5,4,2,4,5,5,3,5,3,3,4,3,4,5,1,2,2,5,4,2,4,3,2,2,2,3,4,2,4,3,4,3,5,3,2,3,3,4,3,3,4,5,3,4,1,3,4,1,2,5,4,3,2,3,3,4,3,4,2,"2024-10-25 13:20:32"," +2"," +2"," +1"," -2"," +3",0," -2"," -2"," -3"," -2"," -2"," -2"," -1",0," -1"," -2",2,"2024-10-25 13:21:21",3,5,4,1,3,2,"2024-10-25 13:24:37",3,2,3,2,2,3,2,4,3,3,1,3,2,1,4,2,2,1,2,3,1,2,1,2,1,2,3,1,2,2,2,"2024-10-25 13:26:21",3,4,4,1,4,3,3,3,5,2,4,3,2,2,"2024-10-25 13:27:44",4,3,3,4,2,3,2,3,2,3,2,"2024-10-25 13:29:10",1,1,1,1,0,1,0,0,0,2,"2024-10-25 14:25:39",0,,0,,1,,"Entspricht am meisten meinem Umgang mit emotional anspruchsvollen Nachrichten in Form von Bildern oder Videos, wenn ich eigentlich keine Zeit dafür habe",0,,0,,,,2,E12L02_2024-10-25_11h58.41.938.csv,E12L02_ER.csv,nichts,2
E14R02,,E14R02,MS,,2,"2024-10-23 17:09:24",23,2,3,Studentin,0,2,"2024-10-23 17:10:58",4,3,4,4,2,3,1,2,2,3,2,2,5,1,4,5,4,4,2,3,2,"2024-10-23 17:11:53",2,4,4,3,3,2,3,4,4,2,2,"2024-10-23 17:12:38",5,2,5,1,2,1,6,5,1,7,2,"2024-10-23 17:15:45",5,4,2,1,2,3,5,3,2,5,2,5,4,3,2,1,1,4,4,4,4,1,1,3,4,1,2,2,1,3,1,3,4,5,5,3,3,4,2,4,4,3,5,3,2,5,1,1,1,2,2,4,4,1,4,5,4,1,4,2,2,"2024-10-23 17:17:31"," +1"," +1"," -2"," -2"," +3"," -1"," -1"," +2"," -2"," -2",0," +2"," -3"," -3"," -1"," -2",2,"2024-10-23 17:17:56",3,1,4,3,4,2,"2024-10-23 17:19:45",3,1,3,1,1,2,4,2,3,4,1,2,3,2,2,2,1,2,2,3,1,2,2,2,1,1,1,2,1,4,2,"2024-10-23 17:20:29",3,4,4,2,2,4,1,1,1,2,5,1,3,2,"2024-10-23 17:21:05",4,3,2,2,4,3,4,3,1,3,2,"2024-10-23 17:21:55",0,1,1,1,1,0,0,0,0,2,"2024-10-23 18:08:28",1,"Am Anfang waren mit den Farben gefühlt verschiedene Emotionen verbunden (grün eher positiv, rot eher negativ)",1,"Medizinische Bilder haben keine besonders große emotionale Wirkung auf mich, aber Tierbilder sehr",1,,"Sie war zwar anstrengender als andere, hat für mich aber oft gut funktioniert ",0,,0,,,,2,E14R02_2024-10-23_17h10.18.251.csv,E14R02_ER.csv,"keine Auffälligkeiten",2
E23E02,,E23E02,KC,1,2,"2024-11-19 12:10:30",20,2,3,Studentin,0,2,"2024-11-19 12:12:59",4,2,3,3,1,3,2,1,1,2,3,3,3,2,3,2,3,4,2,2,2,"2024-11-19 12:14:56",2,2,3,2,3,1,2,2,2,2,2,"2024-11-19 12:16:39",4,2,4,2,3,1,5,5,3,5,2,"2024-11-19 12:20:42",4,4,2,2,3,2,4,1,4,4,2,2,3,4,3,4,2,4,4,3,2,1,2,3,5,1,4,2,3,4,4,4,4,3,4,3,2,3,2,3,3,2,4,4,3,3,1,1,3,2,3,4,4,2,2,3,4,3,2,3,2,"2024-11-19 12:23:04"," +1"," +1"," +1",0," +3",0," -1"," -1"," -2"," +2"," -2"," -1"," -2"," -2"," -2"," -2",2,"2024-11-19 12:23:41",3,3,4,3,2,2,"2024-11-19 12:26:00",3,2,2,2,2,3,2,3,3,3,1,2,3,2,2,2,2,2,3,2,1,2,3,2,1,2,1,1,3,3,2,"2024-11-19 12:27:11",3,4,4,2,3,3,4,3,4,3,4,3,4,2,"2024-11-19 12:28:26",3,2,2,3,3,3,3,3,2,3,2,"2024-11-19 12:29:19",0,1,1,2,1,2,2,1,1,2,"2024-11-19 13:24:42",1,"einige, bewusst positive oder negative Wörter, waren in gegensätzlicher Farbe dargestellten (positive neutrale Wörter oft rot, negative eher grün, einige auch blau unabhängig von Wertung)",0,,1,,"Weil es sich für mich als die beste Strategie angefühlt hat. In der Durchführung habe ich jedoch gemerkt, dass Distanzieren doch eher meine Strategie gewesen wäre",0,,1,"Bei einer anderen Emotionsregulationsstudie vor ca. einem Jahr. Dort ging es auch um Emotionsregulationsstrategien, Ablenkung war auf jeden Fall auch eine Strategie. ",1,50.0,2,E23E02_2024-11-19_11h28.10.997.csv,E23E02_ER.csv,keine,2
E26M05,,E26M05,MS,,2,"2024-10-24 10:31:43",30,2,3,Studentin,0,2,"2024-10-24 10:33:46",3,2,4,3,2,3,1,1,2,3,2,2,3,2,4,4,3,4,4,3,2,"2024-10-24 10:35:30",2,2,3,1,2,3,1,2,2,1,2,"2024-10-24 10:37:13",6,4,6,4,4,5,5,5,6,6,2,"2024-10-24 10:40:29",2,4,3,3,2,3,5,3,2,4,2,2,3,2,3,5,2,3,5,4,2,1,5,3,3,3,3,2,2,2,4,4,4,5,4,4,1,3,3,4,3,2,4,4,2,3,2,2,2,3,4,5,3,2,2,3,3,1,2,3,2,"2024-10-24 10:41:58"," +1",0," +1"," -2"," +2"," -1",0,0," -2"," +1"," -1"," -2",0,0," -1"," -1",2,"2024-10-24 10:42:23",2,2,1,4,2,2,"2024-10-24 10:44:31",3,1,1,1,1,2,4,3,2,4,3,3,3,1,2,1,1,1,2,2,1,1,2,1,1,3,2,3,3,3,2,"2024-10-24 10:45:20",4,4,3,1,2,3,5,3,3,4,4,2,2,2,"2024-10-24 10:46:20",3,2,2,3,3,3,4,2,2,3,2,"2024-10-24 10:47:00",1,1,0,1,0,1,1,0,0,2,"2024-10-24 11:38:06",0,,0,,1,,"Weil es für mich die einfachste Strategie mit der größten Wirksamkeit war.",0,,0,,,,2,E26M05_2024-10-24_10h34.23.849.csv,E26M05_ER.csv,nichts,2
